wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_min_diff,prominence_max_diff,avg_prominence_diff,upper_envelope_diff,prominence_threshold_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,distance_factor_diff,lower_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_num_peaks_diff,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,relative_num_peaks_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
rbio3.3,1,zero,1.037761620109005e-28,337.55529144325624,175532.7389128847,0.6415094339622641,9.402447483028698,100,smoothed,3.4677816174166752e-15,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.33333333333326, 12.999999999999947, 17.866666666666674, 5.866666666666618, 21.466666666666697, 8.600000000000023, 1.4666666666666375, 17.0, 21.599999999999966, 6.9333333333332785, 2.066666666666663, 13.733333333333348, 18.866666666666674, 3.933333333333338, 4.46666666666664, 26.000000000000004, 18.26666666666665, 7.066666666666719, 1.4000000000000323, 8.533333333333303, 4.8666666666666725, 443.4666666666666]",22,2.444039319136346,3998.4298640939896,0.7421622195491118,5.533355965637545e-05,1.0,22,28.35454545454545,1.4000000000000323,325.33333333333326,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89]","[325.33333333333326, 12.999999999999947, 18.799999999999955, 2.3333333333333144, 8.866666666666617, 10.266666666666708, 29.466666666666697, 10.533333333333358, 40.66666666666663, 8.666666666666625, 5.53333333333336, 12.666666666666686, 13.733333333333348, 6.133333333333326, 4.199999999999989, 47.60000000000002, 18.26666666666665, 8.066666666666661, 13.266666666666708, 1.4000000000000323, 16.866666666666674, 8.133333333333326]","[5, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 58, 23, 67, 70, 75, 79, 75, 87]","[93, 93, 23, 18, 23, 26, 34, 34, 53, 44, 48, 53, 53, 62, 62, 93, 93, 75, 82, 82, 93, 93]",0.05,30,312090.0888888887,443.4666666666666,-443.4666666666666,DWT,mdp.39015035518102,0.0,-14.0,1.3333333333333695,183.60000000000008,15.04545454545455,5.684341886080802e-14,0.0,15.04545454545455,70.60000000000014,22.44166666666668,0.0,5.684341886080802e-14,0.0,-14.0,0.0,-14.0,6.0,0.8944653000664702,0.11413835877044588,0.5743713691133824,0.5370136866961644,0.39520694756592134,,6.771661009707941e-10,6.771661009707941e-10,4.651301566127586e-11,0.9999999994960992,0.0,1.0,1.0,1.0,0.9000000001683031,0.6809395256435037,534,1.2538222976866307,0.6738418760433493,189,0,0,0.5000000001121181,0.9970269708769544,524,0,0,0.5030391324424769,0.6515060359507262,176,200.16389118253406,0.7320429836913869,355.75,271.1151310494741,0.6279023486060683,374,rbio,356.6,344.0,199.42713478750133,135,0.7367345767575323,0.9175270826126738,0.20902767148592524,3,281.25,114
coif5,1,periodic,9.674716482634841e-29,337.859885024343,173555.9736282947,0.7265625,14.555881971581142,100,smoothed,4.012901122507623e-15,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.3333333333333, 12.999999999999943, 17.866666666666674, 5.866666666666616, 21.466666666666697, 8.600000000000025, 1.4666666666666393, 17.0, 21.59999999999997, 6.933333333333273, 2.0666666666666638, 13.733333333333348, 18.866666666666678, 3.933333333333338, 4.46666666666664, 26.000000000000007, 18.266666666666644, 7.066666666666718, 1.4000000000000314, 8.53333333333331, 4.86666666666668, 443.4666666666667]",22,3.55625558564767,4686.991256681432,0.5136071520762832,5.5333559656375415e-05,0.9999999999999999,22,28.35454545454545,1.4000000000000314,325.3333333333333,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89]","[325.3333333333333, 12.999999999999943, 18.799999999999955, 2.333333333333315, 8.866666666666616, 10.26666666666671, 29.466666666666704, 10.53333333333336, 40.666666666666636, 8.666666666666627, 5.533333333333367, 12.666666666666693, 13.733333333333348, 4.19999999999999, 6.133333333333326, 47.60000000000003, 18.266666666666644, 8.066666666666661, 13.266666666666708, 1.4000000000000314, 16.866666666666678, 8.133333333333333]","[5, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 53, 23, 67, 70, 75, 79, 75, 87]","[93, 93, 23, 23, 23, 26, 34, 34, 53, 44, 48, 53, 53, 58, 62, 93, 93, 75, 82, 82, 93, 93]",0.05,30,312090.08888888883,443.4666666666667,-443.4666666666667,DWT,mdp.39015035518102,0.0,-14.0,1.3333333333333686,183.60000000000002,15.04545454545455,5.684341886080802e-14,0.0,15.04545454545455,70.60000000000014,22.44166666666668,0.0,5.684341886080802e-14,0.0,-14.0,0.0,-14.0,6.0,0.8972275979240318,0.5426060623001192,0.5624580382500745,0.9999999999999999,0.5373263329774274,,6.771661009707941e-10,6.771661009707941e-10,4.651301566127586e-11,0.9999999994960992,0.0,1.0,1.0,1.0,0.9000000001683031,0.6809395256435037,523,1.7057991422204868,0.9167478487723222,15,0,0,0.5000000001121181,0.9970269708769544,521,0,0,0.7079236062903306,0.9168600865120499,13,293.2962097720778,0.6073678584041796,268.0,27.1331441533267,0.6242997257215008,387,coif,484.02777777777777,458.0,190.4195495513268,72,1.0,0.8760848615631731,0.037174541531048065,6,291.75,115
bior2.4,1,symmetric,7.895124858397969e-29,338.74267746720244,127103.88791877558,0.5740740740740741,6.981399159001471,100,smoothed,2.3814283878209587e-15,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.33333333333337, 12.99999999999995, 17.866666666666674, 5.866666666666617, 21.4666666666667, 8.600000000000021, 1.466666666666641, 17.0, 21.59999999999997, 6.933333333333281, 2.0666666666666624, 13.733333333333352, 18.866666666666674, 3.9333333333333367, 4.466666666666642, 26.0, 18.26666666666665, 7.066666666666721, 1.4000000000000337, 8.533333333333303, 4.866666666666676, 443.4666666666667]",22,2.5075341451932243,2903.8416656671825,0.6286299401065895,5.5333559656375415e-05,0.9999999999999999,22,28.35454545454545,1.4000000000000337,325.33333333333337,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89]","[325.33333333333337, 12.99999999999995, 18.799999999999955, 2.333333333333315, 8.866666666666617, 10.266666666666708, 29.466666666666697, 10.53333333333336, 40.66666666666663, 8.666666666666629, 5.533333333333359, 12.666666666666687, 13.733333333333352, 4.199999999999989, 6.1333333333333275, 47.60000000000002, 18.26666666666665, 8.066666666666663, 13.266666666666708, 1.4000000000000337, 16.866666666666674, 8.133333333333326]","[4, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 53, 23, 67, 70, 75, 79, 75, 87]","[93, 93, 23, 23, 23, 26, 34, 34, 53, 44, 48, 53, 53, 58, 62, 93, 93, 75, 82, 82, 93, 93]",0.05,30,312090.0888888889,443.4666666666667,-443.4666666666667,DWT,mdp.39015035518102,0.0,-14.0,1.3333333333333708,183.59999999999997,15.04545454545455,5.684341886080802e-14,0.0,15.04545454545455,70.60000000000014,22.441666666666677,0.0,5.684341886080802e-14,0.0,-14.0,0.0,-14.0,6.0,0.9052334648398147,0.13859896335406868,0.28250620448290925,0.16992934611403643,0.16928344428244313,,6.771661009707941e-10,6.771661009707941e-10,4.650957396989952e-11,0.9999999994960992,0.0,1.0,1.0,1.0,0.9000000001683022,0.680939525643503,560,0.8893777789809696,0.4779784122563017,545,0,0,0.5000000001121176,0.9970269708769535,562,0,0,0.3331102846146544,0.43142441028388295,556,7.58836829188814,0.9898415417779275,555.75,555.6715324839289,0.6229328190817348,390,bior,379.84444444444443,396.0,199.52349454543415,135,0.7847575322812052,0.9179704159016546,0.17527860263265999,4,293.5,116
sym7,1,symmetric,4.551877820916828e-21,261.13436152878984,159696.73602207258,0.5803571428571429,7.76510770387943,100,smoothed,2.933382980963016e-11,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.3333333331041, 13.00000000009786, 17.866666666669015, 5.8666666666689835, 21.466666666643626, 8.600000000003932, 1.466666666637861, 16.999999999977447, 21.600000000006215, 6.933333333311638, 2.066666666672207, 13.733333333311696, 18.866666666672508, 3.9333333333335405, 4.4666666666760015, 25.9999999999826, 18.266666666640923, 7.066666666655497, 1.3999999999828576, 8.533333333332306, 4.8666666666832565, 443.4666666663704]",22,3.1127061712070043,4420.5623436945825,0.5158764617452452,5.5333559656426556e-05,1.0,22,28.354545454535813,1.3999999999828576,325.3333333332326,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89]","[325.3333333332326, 13.00000000009786, 18.799999999967167, 2.3333333333319177, 8.866666666650856, 10.266666666639122, 29.46666666665204, 10.533333333303604, 40.66666666665054, 8.666666666632366, 5.533333333335915, 12.66666666665151, 13.733333333311696, 6.133333333319884, 4.199999999983703, 47.59999999996667, 18.266666666640923, 8.066666666633708, 13.266666666648442, 1.3999999999828576, 16.866666666650335, 8.133333333504204]","[2, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 58, 23, 67, 70, 75, 79, 75, 87]","[93, 93, 23, 23, 23, 26, 34, 34, 53, 44, 48, 53, 53, 62, 62, 93, 93, 75, 82, 82, 93, 93]",0.05,30,312090.0888884972,443.4666666663742,-443.4666666663742,DWT,mdp.39015035518102,0.0,-14.0,1.3333333333161947,183.60000000010075,15.045454545464185,2.9245939003885724e-10,0.0,15.045454545464185,70.60000000021205,22.441666666677474,0.0,2.9245939003885724e-10,0.0,-14.0,0.0,-14.0,6.0,0.20141927387501268,0.3717340792788312,0.4789328547580089,0.20413122721749738,0.48233528384633906,,7.019137493458061e-10,7.019137493458061e-10,5.661782154220418e-11,0.9999999995060325,0.0,1.0,1.0,1.0,0.9000000001911499,0.6809395256607896,467,0.8207716357689623,0.44110740403179177,599,0,0,0.5000000001208097,0.9970269708942859,466,0,0,0.3477105437951378,0.4503337880421186,535,63.63633658008083,0.9148107944041756,516.75,511.1260428209208,0.6115218630655416,415,sym,458.7719298245614,495.0,201.07511188407943,171,0.9478214905988069,0.9251091181227712,0.05899222114400378,5,312.5,117
coif6,1,periodization,3.3361568554251937e-28,332.4838028773772,114214.15332834463,0.62,8.499674703104622,100,smoothed,5.162850897551977e-15,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.3333333333333, 12.99999999999995, 17.86666666666667, 5.866666666666623, 21.4666666666667, 8.600000000000023, 1.4666666666666384, 17.0, 21.599999999999973, 6.9333333333332785, 2.066666666666663, 13.733333333333352, 18.866666666666678, 3.933333333333338, 4.466666666666641, 25.999999999999982, 18.266666666666648, 7.06666666666672, 1.4000000000000337, 8.533333333333307, 4.866666666666678, 443.4666666666668]",22,2.732499255076448,3066.0421777777774,0.5611324603159779,5.5333559656375415e-05,0.9999999999999999,22,28.354545454545452,1.4000000000000337,325.3333333333333,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89]","[325.3333333333333, 12.99999999999995, 18.79999999999995, 2.3333333333333126, 8.866666666666621, 10.266666666666712, 29.466666666666697, 10.533333333333363, 40.66666666666664, 8.66666666666663, 5.533333333333362, 12.666666666666687, 13.733333333333352, 6.133333333333328, 4.1999999999999895, 47.60000000000001, 18.266666666666648, 8.066666666666661, 13.26666666666671, 1.4000000000000337, 16.866666666666674, 8.133333333333333]","[4, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 58, 23, 67, 70, 75, 79, 75, 87]","[93, 93, 23, 23, 23, 26, 34, 34, 53, 44, 48, 53, 53, 62, 62, 93, 93, 75, 82, 82, 93, 93]",0.05,30,312090.08888888895,443.4666666666668,-443.4666666666668,DWT,mdp.39015035518102,0.0,-14.0,1.3333333333333708,183.60000000000002,15.045454545454547,1.7053025658242404e-13,0.0,15.045454545454547,70.60000000000002,22.44166666666668,0.0,1.7053025658242404e-13,0.0,-14.0,0.0,-14.0,6.0,0.8484729913966884,0.2252640184411624,0.20482390496403674,0.41992709599027955,0.20276170394490578,,6.771569971419922e-10,6.771569971419922e-10,4.651301566127586e-11,0.9999999994960939,0.0,1.0,1.0,1.0,0.9000000001682951,0.6809395256434976,579,0.9732032765146867,0.5230287599990442,473,0,0,0.5000000001121151,0.9970269708769484,581,0,0,0.3802499429474146,0.49247686118830664,470,62.659795722616266,0.9161180780152393,525.75,520.1485664179784,0.6061514084855313,423,coif,484.02777777777777,458.0,190.4195495513268,72,1.0,0.8760848615631731,0.037174541531048065,6,318.75,118
rbio2.6,1,periodization,4.0460589224536636e-29,341.6459454624206,143128.63314599384,0.59,7.940276806279851,100,smoothed,1.915261428749382e-15,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.3333333333333, 12.999999999999943, 17.866666666666674, 5.866666666666619, 21.466666666666697, 8.600000000000026, 1.4666666666666415, 17.0, 21.599999999999966, 6.933333333333279, 2.066666666666663, 13.733333333333352, 18.866666666666674, 3.9333333333333367, 4.46666666666664, 26.000000000000004, 18.26666666666666, 7.066666666666722, 1.400000000000035, 8.533333333333305, 4.866666666666676, 443.4666666666667]",22,2.43495086790008,3430.253183890788,0.6571841677685796,5.533355965637544e-05,1.0,22,28.354545454545452,1.400000000000035,325.3333333333333,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89]","[325.3333333333333, 12.999999999999943, 18.799999999999955, 2.333333333333314, 8.866666666666621, 10.266666666666708, 29.4666666666667, 10.53333333333336, 40.66666666666663, 8.666666666666629, 5.533333333333362, 12.666666666666687, 13.733333333333352, 6.133333333333327, 4.199999999999988, 47.60000000000002, 18.26666666666666, 8.066666666666663, 13.266666666666708, 1.400000000000035, 16.866666666666674, 8.13333333333333]","[4, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 58, 23, 67, 70, 75, 79, 75, 87]","[93, 93, 23, 18, 23, 26, 34, 34, 53, 44, 48, 53, 53, 62, 62, 93, 93, 75, 82, 82, 93, 93]",0.05,30,312090.08888888883,443.4666666666667,-443.4666666666667,DWT,mdp.39015035518102,0.0,-14.0,1.3333333333333721,183.60000000000002,15.045454545454547,5.684341886080802e-14,0.0,15.045454545454547,70.60000000000002,22.44166666666668,0.0,5.684341886080802e-14,0.0,-14.0,0.0,-14.0,6.0,0.9315626177211894,0.11063714417118556,0.37908220841231,0.2566221142162819,0.277935021685508,,6.771569971419922e-10,6.771569971419922e-10,4.651301566127586e-11,0.9999999994960939,0.0,1.0,1.0,1.0,0.9000000001682951,0.6809395256434976,578,1.0176201012851773,0.5468996997537913,429,0,0,0.5000000001121151,0.9970269708769484,583,0,0,0.39116782124129496,0.5066170406485037,447,82.62515758936055,0.889390685958018,509.25,499.1571439141166,0.603831889163748,431,rbio,356.6,344.0,199.42713478750133,135,0.7367345767575323,0.9175270826126738,0.20902767148592524,3,324.0,119
rbio2.2,1,periodization,1.4060738400619437e-29,346.2361862103447,171496.56035366544,0.6,7.006516033810975,100,smoothed,1.1109165342365007e-15,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.3333333333333, 12.99999999999994, 17.866666666666674, 5.866666666666617, 21.466666666666697, 8.600000000000025, 1.4666666666666401, 17.0, 21.599999999999966, 6.9333333333332785, 2.066666666666663, 13.733333333333348, 18.866666666666674, 3.933333333333337, 4.46666666666664, 26.000000000000004, 18.26666666666665, 7.06666666666672, 1.4000000000000343, 8.533333333333305, 4.866666666666674, 443.46666666666664]",22,2.1477590202675567,3628.474133333333,0.6759119517493412,5.533355965637544e-05,1.0,22,28.354545454545452,1.4000000000000343,325.3333333333333,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89]","[325.3333333333333, 12.99999999999994, 18.799999999999955, 2.3333333333333153, 8.866666666666617, 10.266666666666708, 29.466666666666697, 10.53333333333336, 40.66666666666663, 8.666666666666627, 5.53333333333336, 12.666666666666687, 13.733333333333348, 6.133333333333326, 4.199999999999989, 47.60000000000002, 18.26666666666665, 8.066666666666663, 13.266666666666708, 1.4000000000000343, 16.866666666666674, 8.133333333333326]","[5, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 58, 23, 67, 70, 75, 79, 75, 87]","[93, 93, 23, 23, 23, 26, 34, 34, 53, 44, 48, 53, 53, 62, 62, 93, 93, 75, 82, 82, 93, 93]",0.05,30,312090.08888888883,443.46666666666664,-443.46666666666664,DWT,mdp.39015035518102,0.0,-14.0,1.3333333333333715,183.60000000000002,15.045454545454547,0.0,0.0,15.045454545454547,70.60000000000002,22.44166666666668,0.0,0.0,0.0,-14.0,0.0,-14.0,6.0,0.9731905868282323,0.0,0.5500466144375423,0.3110571081409478,0.31884791603847185,,6.771569971419922e-10,6.771569971419922e-10,4.651301566127586e-11,0.9999999994960939,0.0,1.0,1.0,1.0,0.9000000001682951,0.6809395256434976,588,1.1108996689874784,0.5970309496230936,281,0,0,0.5000000001121151,0.9970269708769484,577,0,0,0.4306284450890389,0.5577240678381353,316,164.6501341228323,0.7795848271448028,440.5,393.81480964310305,0.5949463627022542,447,rbio,356.6,344.0,199.42713478750133,135,0.7367345767575323,0.9175270826126738,0.20902767148592524,3,336.0,120
coif3,1,periodization,1.064102798777901e-28,337.4464316385684,121685.59487189767,0.57,8.171576323181133,100,smoothed,3.5389924460699824e-15,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.33333333333337, 12.999999999999947, 17.866666666666678, 5.866666666666618, 21.466666666666697, 8.600000000000023, 1.4666666666666397, 17.0, 21.599999999999962, 6.933333333333286, 2.0666666666666633, 13.73333333333335, 18.86666666666667, 3.9333333333333376, 4.466666666666641, 26.000000000000004, 18.26666666666666, 7.066666666666719, 1.4000000000000343, 8.5333333333333, 4.866666666666674, 443.46666666666664]",22,2.5647250129930015,3066.0421777777783,0.5021562579288689,5.533355965637544e-05,1.0,22,28.354545454545452,1.4000000000000343,325.33333333333337,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89]","[325.33333333333337, 12.999999999999947, 18.799999999999958, 2.333333333333315, 8.866666666666617, 10.266666666666712, 29.466666666666697, 10.53333333333336, 40.66666666666662, 8.666666666666632, 5.533333333333358, 12.666666666666682, 13.73333333333335, 4.1999999999999895, 6.133333333333326, 47.60000000000003, 18.26666666666666, 8.066666666666663, 13.266666666666708, 1.4000000000000343, 16.866666666666674, 8.133333333333315]","[5, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 53, 23, 67, 70, 75, 79, 75, 87]","[93, 93, 23, 18, 23, 26, 34, 34, 53, 44, 48, 53, 53, 58, 62, 93, 93, 75, 82, 82, 93, 93]",0.05,30,312090.08888888883,443.46666666666664,-443.46666666666664,DWT,mdp.39015035518102,0.0,-14.0,1.3333333333333715,183.59999999999997,15.045454545454547,0.0,0.0,15.045454545454547,70.60000000000002,22.441666666666677,0.0,0.0,0.0,-14.0,0.0,-14.0,6.0,0.8934780724164623,0.1606310451774199,0.24985188872523145,0.1477521263669501,0.20276170394490597,,6.771569971419922e-10,6.771569971419922e-10,4.650957396989952e-11,0.9999999994960939,0.0,1.0,1.0,1.0,0.900000000168294,0.6809395256434968,603,0.8815338425259455,0.4737628444950883,552,0,0,0.5000000001121147,0.9970269708769475,606,0,0,0.330894967326194,0.4285552645417413,564,27.31757675929547,0.9634302854627905,581.25,580.283392805252,0.5926589178317969,450,coif,484.02777777777777,458.0,190.4195495513268,72,1.0,0.8760848615631731,0.037174541531048065,6,339.0,121
rbio5.5,1,antireflect,3.7686640003304774e-21,261.95439330180517,131898.82337912126,0.6454545454545455,7.0349736610283236,100,smoothed,2.097623826967108e-11,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.33333333363134, 13.000000000127322, 17.866666666668912, 5.866666666675394, 21.466666666685647, 8.600000000024874, 1.466666666663043, 17.00000000001612, 21.60000000002598, 6.93333333333339, 2.0666666666620084, 13.733333333346547, 18.86666666669616, 3.933333333328737, 4.466666666673757, 26.000000000025974, 18.266666666683, 7.066666666670386, 1.3999999999945274, 8.53333333334329, 4.866666666618228, 443.46666666709416]",22,2.8759619829793523,3421.827575532565,0.6693906592857829,5.53335596562684e-05,1.0,23,27.965217391346506,1.3999999999945274,325.3333333337677,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89, 92]","[325.3333333337677, 13.000000000127322, 18.800000000031112, 2.333333333342217, 8.866666666679638, 10.26666666667265, 29.466666666709692, 10.533333333339328, 40.66666666671235, 8.666666666664812, 5.5333333333297094, 12.666666666685009, 13.733333333346547, 6.133333333347968, 4.199999999990743, 47.600000000050244, 18.266666666683, 8.066666666668901, 13.266666666684753, 1.3999999999945274, 16.866666666683013, 8.133333333460797, 19.3999999999977]","[2, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 58, 23, 67, 70, 75, 79, 75, 87, 91]","[93, 93, 23, 23, 23, 26, 34, 34, 53, 44, 48, 53, 53, 62, 62, 93, 93, 75, 82, 82, 93, 93, 93]",0.05,30,312090.08888947696,443.46666666709416,-443.46666666709416,DWT,mdp.39015035518102,0.0,-15.0,1.3333333333278645,183.59999999956563,15.434782608653492,4.275193532521371e-10,0.0,15.434782608653492,51.1999999990303,23.42572463767138,0.0,4.275193532521371e-10,0.0,-15.0,0.0,-15.0,7.0,0.20885597691271574,0.2805312784314063,0.31140374383804525,0.5584888987076111,0.2761959722783244,,0.9999999988980811,0.9999999988980811,0.9213025780134936,0.09062499990887436,1.0,0.0,0.0,0.0,1.321703272697334,0.9999999993152066,397,0.7551550456767294,0.40584307171859474,612,0,0,0.5014909469648163,0.9999999993248562,397,0,0,0.3270951740336206,0.42363400075564855,581,115.87457299453865,0.8448800896994128,496.75,476.5909999029343,0.5899433915699206,454,rbio,356.6,344.0,199.42713478750133,135,0.7367345767575323,0.9175270826126738,0.20902767148592524,3,341.25,122
db5,1,smooth,9.095023895325927e-29,338.1282290489953,111418.4580800652,0.6481481481481481,7.7673248965385016,100,smoothed,2.848832281188147e-15,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.3333333333333, 12.999999999999943, 17.866666666666674, 5.866666666666617, 21.466666666666697, 8.600000000000023, 1.4666666666666375, 17.0, 21.599999999999966, 6.9333333333332785, 2.0666666666666633, 13.733333333333345, 18.866666666666674, 3.933333333333336, 4.466666666666642, 26.0, 18.26666666666665, 7.06666666666672, 1.400000000000035, 8.533333333333305, 4.866666666666674, 443.4666666666667]",22,2.8010627167773334,2842.690542600214,0.5011254067100095,5.5333559656375415e-05,1.0,22,28.354545454545452,1.400000000000035,325.3333333333333,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89]","[325.3333333333333, 12.999999999999943, 18.79999999999996, 2.333333333333314, 8.866666666666617, 10.266666666666712, 29.466666666666697, 10.53333333333336, 40.66666666666663, 8.666666666666627, 5.53333333333336, 12.666666666666682, 13.733333333333345, 4.199999999999988, 6.1333333333333275, 47.60000000000002, 18.26666666666665, 8.066666666666663, 13.266666666666708, 1.400000000000035, 16.866666666666674, 8.133333333333315]","[1, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 53, 23, 67, 70, 75, 79, 75, 87]","[93, 93, 23, 18, 23, 26, 34, 34, 53, 44, 48, 53, 53, 58, 62, 93, 93, 75, 82, 82, 93, 93]",0.05,30,312090.08888888883,443.4666666666667,-443.4666666666667,DWT,mdp.39015035518102,0.0,-14.0,1.3333333333333721,183.60000000000002,15.045454545454547,5.684341886080802e-14,0.0,15.045454545454547,70.60000000000002,22.441666666666677,0.0,5.684341886080802e-14,0.0,-14.0,0.0,-14.0,6.0,0.8996611558530659,0.2516772528682853,0.1879751456574209,0.5731515233337834,0.15666182459673406,,6.771569971419922e-10,6.771569971419922e-10,4.650957396989952e-11,0.9999999994960939,0.0,1.0,1.0,1.0,0.900000000168294,0.6809395256434968,625,1.0515482319468996,0.5651336993069344,357,0,0,0.5000000001121147,0.9970269708769475,592,0,0,0.4138253804618579,0.5359617489228561,360,144.9701118621812,0.8059302384709757,483.5,451.05554475796043,0.5793372745233057,469,db,287.3022222222222,204.0,217.3528591871416,225,0.5935655667144907,1.0,0.2845041032998565,2,352.25,123
